(Iter 3850) Batch 3850/192960 (Epoch 1) d_real:0.0315, d_fake:0.0007, g_adv:0.9640, g_l1:1.8895 l1_w: 100.00, btime: 0.3826 s, mbtime: 0.3908 s
(Iter 3900) Batch 3900/192960 (Epoch 1) d_real:0.0164, d_fake:0.0005, g_adv:0.9930, g_l1:2.5992 l1_w: 100.00, btime: 0.3903 s, mbtime: 0.3907 s
(Iter 3950) Batch 3950/192960 (Epoch 1) d_real:0.0048, d_fake:0.0003, g_adv:1.0023, g_l1:2.3883 l1_w: 100.00, btime: 0.3979 s, mbtime: 0.3907 s
(Iter 4000) Batch 4000/192960 (Epoch 1) d_real:0.0131, d_fake:0.0004, g_adv:0.9874, g_l1:2.8426 l1_w: 100.00, btime: 0.3833 s, mbtime: 0.3907 s
(Iter 4050) Batch 4050/192960 (Epoch 1) d_real:0.0147, d_fake:0.0044, g_adv:0.9936, g_l1:2.7140 l1_w: 100.00, btime: 0.3907 s, mbtime: 0.3907 s
(Iter 4100) Batch 4100/192960 (Epoch 1) d_real:0.0036, d_fake:0.0001, g_adv:0.9866, g_l1:2.3426 l1_w: 100.00, btime: 0.3915 s, mbtime: 0.3907 s
(Iter 4150) Batch 4150/192960 (Epoch 1) d_real:0.0080, d_fake:0.0004, g_adv:0.9857, g_l1:2.1122 l1_w: 100.00, btime: 0.3822 s, mbtime: 0.3907 s
(Iter 4200) Batch 4200/192960 (Epoch 1) d_real:0.0046, d_fake:0.0001, g_adv:1.0086, g_l1:1.8991 l1_w: 100.00, btime: 0.3820 s, mbtime: 0.3906 s
(Iter 4250) Batch 4250/192960 (Epoch 1) d_real:0.0058, d_fake:0.0003, g_adv:0.9657, g_l1:2.0399 l1_w: 100.00, btime: 0.3852 s, mbtime: 0.3906 s
(Iter 4300) Batch 4300/192960 (Epoch 1) d_real:0.0045, d_fake:0.0041, g_adv:1.0443, g_l1:1.8319 l1_w: 100.00, btime: 0.4107 s, mbtime: 0.3906 s
(Iter 4350) Batch 4350/192960 (Epoch 1) d_real:0.0036, d_fake:0.0011, g_adv:0.9533, g_l1:2.5219 l1_w: 100.00, btime: 0.3904 s, mbtime: 0.3906 s
(Iter 4400) Batch 4400/192960 (Epoch 1) d_real:0.0026, d_fake:0.0272, g_adv:1.2159, g_l1:2.1649 l1_w: 100.00, btime: 0.3906 s, mbtime: 0.3906 s
(Iter 4450) Batch 4450/192960 (Epoch 1) d_real:0.0045, d_fake:0.0011, g_adv:1.0319, g_l1:1.8421 l1_w: 100.00, btime: 0.3913 s, mbtime: 0.3906 s
(Iter 4500) Batch 4500/192960 (Epoch 1) d_real:0.0035, d_fake:0.0002, g_adv:0.9918, g_l1:2.1586 l1_w: 100.00, btime: 0.3907 s, mbtime: 0.3906 s
(Iter 4550) Batch 4550/192960 (Epoch 1) d_real:0.0113, d_fake:0.0001, g_adv:1.0016, g_l1:1.6967 l1_w: 100.00, btime: 0.3918 s, mbtime: 0.3905 s
(Iter 4600) Batch 4600/192960 (Epoch 1) d_real:0.0031, d_fake:0.0008, g_adv:0.9582, g_l1:2.3295 l1_w: 100.00, btime: 0.3921 s, mbtime: 0.3905 s
(Iter 4650) Batch 4650/192960 (Epoch 1) d_real:0.0021, d_fake:0.0001, g_adv:0.9928, g_l1:2.1116 l1_w: 100.00, btime: 0.3837 s, mbtime: 0.3905 s
(Iter 4700) Batch 4700/192960 (Epoch 1) d_real:0.0048, d_fake:0.0016, g_adv:0.9790, g_l1:2.0932 l1_w: 100.00, btime: 0.3938 s, mbtime: 0.3905 s
(Iter 4750) Batch 4750/192960 (Epoch 1) d_real:0.0028, d_fake:0.0011, g_adv:1.0611, g_l1:1.9924 l1_w: 100.00, btime: 0.3812 s, mbtime: 0.3905 s
(Iter 4800) Batch 4800/192960 (Epoch 1) d_real:0.0073, d_fake:0.0003, g_adv:0.9624, g_l1:1.8560 l1_w: 100.00, btime: 0.3977 s, mbtime: 0.3905 s
(Iter 4850) Batch 4850/192960 (Epoch 1) d_real:0.0056, d_fake:0.0011, g_adv:1.0165, g_l1:2.3172 l1_w: 100.00, btime: 0.3914 s, mbtime: 0.3905 s
(Iter 4900) Batch 4900/192960 (Epoch 1) d_real:0.0027, d_fake:0.0023, g_adv:0.9944, g_l1:2.2554 l1_w: 100.00, btime: 0.3819 s, mbtime: 0.3905 s
(Iter 4950) Batch 4950/192960 (Epoch 1) d_real:0.0089, d_fake:0.0006, g_adv:1.0298, g_l1:1.7881 l1_w: 100.00, btime: 0.3922 s, mbtime: 0.3905 s
(Iter 5000) Batch 5000/192960 (Epoch 1) d_real:0.0014, d_fake:0.0003, g_adv:0.9658, g_l1:1.1702 l1_w: 100.00, btime: 0.3816 s, mbtime: 0.3904 s
(Iter 5050) Batch 5050/192960 (Epoch 1) d_real:0.0019, d_fake:0.0002, g_adv:0.9995, g_l1:1.7617 l1_w: 100.00, btime: 0.3925 s, mbtime: 0.3904 s
(Iter 5100) Batch 5100/192960 (Epoch 1) d_real:0.0072, d_fake:0.0003, g_adv:0.9828, g_l1:1.4721 l1_w: 100.00, btime: 0.3901 s, mbtime: 0.3904 s
(Iter 5150) Batch 5150/192960 (Epoch 1) d_real:0.0032, d_fake:0.0006, g_adv:1.0002, g_l1:1.9017 l1_w: 100.00, btime: 0.3937 s, mbtime: 0.3904 s
(Iter 5200) Batch 5200/192960 (Epoch 1) d_real:0.0063, d_fake:0.0014, g_adv:1.0082, g_l1:2.5931 l1_w: 100.00, btime: 0.3818 s, mbtime: 0.3904 s
(Iter 5250) Batch 5250/192960 (Epoch 1) d_real:0.0018, d_fake:0.0012, g_adv:0.9435, g_l1:2.3447 l1_w: 100.00, btime: 0.3817 s, mbtime: 0.3904 s
(Iter 5300) Batch 5300/192960 (Epoch 1) d_real:0.0012, d_fake:0.0003, g_adv:0.9915, g_l1:1.9609 l1_w: 100.00, btime: 0.3931 s, mbtime: 0.3904 s
(Iter 5350) Batch 5350/192960 (Epoch 1) d_real:0.0034, d_fake:0.0003, g_adv:0.9988, g_l1:1.4909 l1_w: 100.00, btime: 0.3890 s, mbtime: 0.3904 s
(Iter 5400) Batch 5400/192960 (Epoch 1) d_real:0.0018, d_fake:0.0001, g_adv:0.9879, g_l1:1.3263 l1_w: 100.00, btime: 0.3924 s, mbtime: 0.3904 s
(Iter 5450) Batch 5450/192960 (Epoch 1) d_real:0.0034, d_fake:0.0005, g_adv:0.9795, g_l1:1.8234 l1_w: 100.00, btime: 0.3920 s, mbtime: 0.3904 s
(Iter 5500) Batch 5500/192960 (Epoch 1) d_real:0.0040, d_fake:0.0005, g_adv:0.9911, g_l1:2.0628 l1_w: 100.00, btime: 0.3915 s, mbtime: 0.3904 s
(Iter 5550) Batch 5550/192960 (Epoch 1) d_real:0.0023, d_fake:0.0001, g_adv:1.0185, g_l1:2.3320 l1_w: 100.00, btime: 0.3919 s, mbtime: 0.3904 s
(Iter 5600) Batch 5600/192960 (Epoch 1) d_real:0.0020, d_fake:0.0009, g_adv:0.9846, g_l1:1.6456 l1_w: 100.00, btime: 0.3928 s, mbtime: 0.3904 s
(Iter 5650) Batch 5650/192960 (Epoch 1) d_real:0.0087, d_fake:0.0003, g_adv:0.9819, g_l1:2.6683 l1_w: 100.00, btime: 0.3909 s, mbtime: 0.3904 s
(Iter 5700) Batch 5700/192960 (Epoch 1) d_real:0.0031, d_fake:0.0032, g_adv:1.0475, g_l1:2.0839 l1_w: 100.00, btime: 0.3812 s, mbtime: 0.3904 s
(Iter 5750) Batch 5750/192960 (Epoch 1) d_real:0.0053, d_fake:0.0002, g_adv:0.9698, g_l1:1.7998 l1_w: 100.00, btime: 0.3930 s, mbtime: 0.3904 s
(Iter 5800) Batch 5800/192960 (Epoch 1) d_real:0.0014, d_fake:0.0016, g_adv:0.9969, g_l1:1.8247 l1_w: 100.00, btime: 0.3814 s, mbtime: 0.3904 s
(Iter 5850) Batch 5850/192960 (Epoch 1) d_real:0.0031, d_fake:0.0011, g_adv:0.9605, g_l1:1.3511 l1_w: 100.00, btime: 0.3914 s, mbtime: 0.3903 s
(Iter 5900) Batch 5900/192960 (Epoch 1) d_real:0.0036, d_fake:0.0004, g_adv:0.9726, g_l1:1.9833 l1_w: 100.00, btime: 0.3906 s, mbtime: 0.3903 s
(Iter 5950) Batch 5950/192960 (Epoch 1) d_real:0.0102, d_fake:0.0004, g_adv:1.0905, g_l1:1.7649 l1_w: 100.00, btime: 0.4192 s, mbtime: 0.3903 s
(Iter 6000) Batch 6000/192960 (Epoch 1) d_real:0.0048, d_fake:0.0001, g_adv:0.9618, g_l1:2.2964 l1_w: 100.00, btime: 0.3927 s, mbtime: 0.3903 s
(Iter 6050) Batch 6050/192960 (Epoch 1) d_real:0.0082, d_fake:0.0001, g_adv:0.9550, g_l1:1.6868 l1_w: 100.00, btime: 0.3925 s, mbtime: 0.3903 s
(Iter 6100) Batch 6100/192960 (Epoch 1) d_real:0.0017, d_fake:0.0007, g_adv:0.9725, g_l1:2.6253 l1_w: 100.00, btime: 0.3891 s, mbtime: 0.3903 s
(Iter 6150) Batch 6150/192960 (Epoch 1) d_real:0.0017, d_fake:0.0002, g_adv:0.9744, g_l1:2.3656 l1_w: 100.00, btime: 0.3930 s, mbtime: 0.3903 s
(Iter 6200) Batch 6200/192960 (Epoch 1) d_real:0.0032, d_fake:0.0002, g_adv:1.0331, g_l1:1.6149 l1_w: 100.00, btime: 0.3930 s, mbtime: 0.3903 s
(Iter 6250) Batch 6250/192960 (Epoch 1) d_real:0.0113, d_fake:0.0000, g_adv:1.0057, g_l1:1.8781 l1_w: 100.00, btime: 0.3988 s, mbtime: 0.3903 s
(Iter 6300) Batch 6300/192960 (Epoch 1) d_real:0.0023, d_fake:0.0001, g_adv:1.0060, g_l1:1.7482 l1_w: 100.00, btime: 0.3926 s, mbtime: 0.3903 s
(Iter 6350) Batch 6350/192960 (Epoch 1) d_real:0.0040, d_fake:0.0002, g_adv:1.0202, g_l1:1.6594 l1_w: 100.00, btime: 0.3931 s, mbtime: 0.3903 s
(Iter 6400) Batch 6400/192960 (Epoch 1) d_real:0.0108, d_fake:0.0007, g_adv:0.9821, g_l1:2.1518 l1_w: 100.00, btime: 0.3842 s, mbtime: 0.3903 s
(Iter 6450) Batch 6450/192960 (Epoch 1) d_real:0.0039, d_fake:0.0002, g_adv:1.0024, g_l1:1.8924 l1_w: 100.00, btime: 0.3919 s, mbtime: 0.3903 s
(Iter 6500) Batch 6500/192960 (Epoch 1) d_real:0.0019, d_fake:0.0002, g_adv:0.9848, g_l1:2.7835 l1_w: 100.00, btime: 0.3944 s, mbtime: 0.3903 s
(Iter 6550) Batch 6550/192960 (Epoch 1) d_real:0.0015, d_fake:0.0002, g_adv:0.9946, g_l1:2.0415 l1_w: 100.00, btime: 0.3914 s, mbtime: 0.3903 s
(Iter 6600) Batch 6600/192960 (Epoch 1) d_real:0.0032, d_fake:0.0005, g_adv:1.0158, g_l1:1.9037 l1_w: 100.00, btime: 0.3915 s, mbtime: 0.3903 s
(Iter 6650) Batch 6650/192960 (Epoch 1) d_real:0.0014, d_fake:0.0001, g_adv:0.9869, g_l1:1.8620 l1_w: 100.00, btime: 0.3821 s, mbtime: 0.3903 s
(Iter 6700) Batch 6700/192960 (Epoch 1) d_real:0.0017, d_fake:0.0004, g_adv:0.9880, g_l1:2.3152 l1_w: 100.00, btime: 0.3923 s, mbtime: 0.3903 s
(Iter 6750) Batch 6750/192960 (Epoch 1) d_real:0.0021, d_fake:0.0006, g_adv:0.9913, g_l1:1.7301 l1_w: 100.00, btime: 0.3904 s, mbtime: 0.3903 s
(Iter 6800) Batch 6800/192960 (Epoch 1) d_real:0.0035, d_fake:0.0007, g_adv:0.9772, g_l1:2.0158 l1_w: 100.00, btime: 0.3919 s, mbtime: 0.3903 s
(Iter 6850) Batch 6850/192960 (Epoch 1) d_real:0.0024, d_fake:0.0004, g_adv:1.0261, g_l1:1.6959 l1_w: 100.00, btime: 0.3900 s, mbtime: 0.3903 s
(Iter 6900) Batch 6900/192960 (Epoch 1) d_real:0.0022, d_fake:0.0004, g_adv:0.9973, g_l1:1.7176 l1_w: 100.00, btime: 0.3831 s, mbtime: 0.3903 s
(Iter 6950) Batch 6950/192960 (Epoch 1) d_real:0.0027, d_fake:0.0003, g_adv:1.0055, g_l1:2.0684 l1_w: 100.00, btime: 0.3891 s, mbtime: 0.3903 s
(Iter 7000) Batch 7000/192960 (Epoch 1) d_real:0.0040, d_fake:0.0004, g_adv:0.9622, g_l1:1.4187 l1_w: 100.00, btime: 0.3934 s, mbtime: 0.3903 s
(Iter 7050) Batch 7050/192960 (Epoch 1) d_real:0.0015, d_fake:0.0002, g_adv:1.0175, g_l1:1.6738 l1_w: 100.00, btime: 0.3911 s, mbtime: 0.3902 s
